cell_line,drug,true_auc,pred_auc
T47D,ML323,0.911961,9.4907e-01
NCIH716,Linsitinib,0.836694,9.3004e-01
TT2609C02,Afatinib,0.857944,8.5981e-01
ECC12,Linsitinib,0.952357,9.6402e-01
ECC10,XAV939,0.984241,9.6230e-01
RCHACV,Pyridostatin,0.841135,8.6371e-01
HCC1806,Pyridostatin,0.877272,9.3118e-01
HCC1599,VE821,0.917485,9.1926e-01
OPM2,Linsitinib,0.859611,9.3047e-01
K562,Dihydrorotenone,0.675165,9.3422e-01
YAPC,Venetoclax,0.963374,9.6582e-01
SH4,WIKI4,0.956294,9.1521e-01
RT4,MG-132,0.505061,5.7124e-01
MM1S,Irinotecan,0.842424,8.4164e-01
OCILY19,AZD8186,0.939799,8.9809e-01
NUGC3,Wee1-Inhibitor,0.936028,8.0933e-01
BT483,Erlotinib,0.955721,9.5245e-01
SKCO1,BIBR-1532,0.968221,9.7232e-01
HT,SGC0946,0.973818,9.5884e-01
TE4,XAV939,0.954911,9.2676e-01
UACC257,Tanespimycin,0.926095,8.4726e-01
LS180,BMS-754807,0.855149,8.3887e-01
D283MED,Dabrafenib,0.986813,9.4680e-01
TE8,Cisplatin,0.961399,9.3492e-01
NCIH1435,OTX015,0.970721,9.3253e-01
BV173,LCL161,0.970352,9.3672e-01
HUH1,Bleomycin(50uM),0.904416,8.7654e-01
DANG,AZD6738,0.805434,8.4023e-01
HH,MIRA-1,0.9734,9.7530e-01
OVKATE,UNC0638,0.967634,9.7189e-01
HCC33,LJI308,0.987019,9.7484e-01
HSC4,BMS-345541,0.986936,9.2979e-01
DETROIT562,PLX-4720,0.948162,9.3599e-01
TALL1,ABT737,0.453678,4.7952e-01
K562,Temozolomide,0.985754,9.7181e-01
PC3,PRIMA-1MET,0.979244,9.3770e-01
COLO680N,AZD6738,0.951861,9.2473e-01
SKMEL30,AZD7762,0.706645,7.1718e-01
TT,Alpelisib,0.959696,9.3541e-01
NCIH650,PFI-1,0.973582,9.6693e-01
NALM6,SGC-CBP30,0.981726,9.6893e-01
TE1,AZD5582,0.941898,8.5694e-01
BT20,Bortezomib,0.860669,8.6639e-01
RPMI8226,EHT-1864,0.982223,9.5166e-01
RPMI7951,AZD3759,0.978894,9.5489e-01
P12ICHIKAWA,SGC-CBP30,0.982815,9.7133e-01
SCC15,Motesanib,0.983572,9.7483e-01
NCIH2444,Oxaliplatin,0.984928,9.6832e-01
NCIH2227,AZD5991,0.929382,9.3203e-01
EN,Olaparib,0.958354,9.6677e-01
647V,Remodelin,0.939615,9.4387e-01
NCIH747,Sinularin,0.968555,9.6041e-01
TE6,Niraparib,0.955803,9.6366e-01
HT144,LY2109761,0.981404,9.7206e-01
NCIH1437,AZD7762,0.870981,6.8851e-01
SNGM,SN-38,0.975122,8.4118e-01
SUDHL5,MK-8776,0.740865,8.2948e-01
MESSA,MK-2206,0.839521,8.4665e-01
BT474,AZD5363,0.876842,8.7855e-01
RCM1,SB216763,0.935419,9.6984e-01
SCC25,Piperlongumine,0.951568,9.3549e-01
DU4475,MN-64,0.963186,9.6085e-01
VMRCRCZ,GSK2578215A,0.97301,9.7448e-01
RCM1,Acetalax,0.819228,9.3157e-01
LAMA84,MK-1775,0.535262,5.2899e-01
A549,SCH772984,0.763247,6.8838e-01
ZR7530,Gefitinib,0.976602,9.3141e-01
SKCO1,JNK-Inhibitor-VIII,0.982094,9.6987e-01
PANC0403,AZD3759,0.926248,9.3025e-01
HS746T,AZD6738,0.746595,8.5381e-01
CORL23,Cisplatin,0.886255,9.4725e-01
NCIH146,GW441756,0.988399,9.7086e-01
CMLT1,Telomerase-Inhibitor-IX,0.522161,5.9464e-01
SNU449,POMHEX,0.759533,8.4512e-01
MM1S,MIM1,0.948676,7.6597e-01
AMO1,Serdemetan,0.769895,8.9017e-01
KPNRTBM1,Wee1-Inhibitor,0.75269,8.2097e-01
MSTO211H,KU-55933,0.963999,9.7322e-01
NALM6,Osimertinib,0.950505,9.5245e-01
EFO27,Avagacestat,0.946221,9.5980e-01
HCC1428,ICL-SIRT078,0.92409,9.6429e-01
NCIH2291,BMS-345541,0.866046,9.1730e-01
A253,Tanespimycin,0.803613,8.9779e-01
KU1919,5-Fluorouracil,0.821621,8.7892e-01
PSN1,Docetaxel,0.925082,8.7702e-01
HCC1428,Paclitaxel,0.962031,9.6092e-01
KU1919,Buparlisib,0.727761,8.1730e-01
NCIH2342,Sorafenib,0.763117,9.3139e-01
NCIH2081,GDC0810,0.971028,9.7198e-01
ACHN,Taselisib,0.818544,7.6025e-01
RKN,Epirubicin,0.943046,8.8321e-01
MHHNB11,VE-822,0.823263,8.6580e-01
KPNYN,Temozolomide,0.980702,9.7179e-01
SW1417,Fulvestrant,0.959491,9.7454e-01
DMS53,UNC0638,0.986809,9.6803e-01
SJSA1,YK-4-279,0.767338,7.9776e-01
NCIH2444,Piperlongumine,0.955589,9.5121e-01
SKMES1,GSK1904529A,0.96507,9.6485e-01
SCC25,Camptothecin,0.990913,9.3384e-01
LOXIMVI,Afuresertib,0.88956,8.3077e-01
PANC1005,XAV939,0.870632,9.5477e-01
SKMEL24,WIKI4,0.911283,9.3508e-01
CORL105,AZ6102,0.870385,8.5644e-01
TGBC11TKB,GSK1904529A,0.975396,9.5940e-01
NUDUL1,I-BRD9,0.942637,9.2774e-01
MM1S,Gemcitabine,0.524576,6.4887e-01
TOV112D,GSK2578215A,0.98638,9.7257e-01
OVK18,Bicalutamide,0.933745,9.6784e-01
OCIAML2,OTX015,0.40899,6.2471e-01
MM1S,Niraparib,0.991487,9.2976e-01
SUDHL1,NU7441,0.88211,8.5103e-01
HCC78,UMI-77,0.84182,8.9435e-01
A704,AZD7762,0.611253,7.6033e-01
HS939T,AZD5582,0.82378,7.8861e-01
SKMES1,Teniposide,0.795593,8.6470e-01
SUDHL6,Lestaurtinib,0.51047,5.8072e-01
SKM1,WIKI4,0.956503,9.2436e-01
DAOY,Vinblastine,0.544559,6.1552e-01
OCIM1,alpha-lipoic-acid,0.987464,9.7425e-01
KG1,Alisertib,0.777966,7.4601e-01
NCIH838,PLX-4720,0.964852,9.4083e-01
CAL51,Pictilisib,0.772637,7.8658e-01
OVCAR4,Ipatasertib,0.980047,9.3803e-01
SKMEL3,AZD5363,0.756578,9.0569e-01
CAL120,MIM1,0.935903,8.6656e-01
DKMG,Dabrafenib,0.977602,9.3102e-01
DU4475,MK-2206,0.928221,8.5926e-01
RVH421,BIBR-1532,0.985369,9.7564e-01
HDQP1,Sabutoclax,0.804547,6.8376e-01
RAJI,Telomerase-Inhibitor-IX,0.608503,6.3590e-01
NCIH2110,IWP-2,0.961254,9.7117e-01
CORL105,Ruxolitinib,0.945106,9.6506e-01
CHP126,Doramapimod,0.96484,9.7138e-01
TE6,SN-38,0.978114,8.8259e-01
BL41,Pictilisib,0.809376,7.8738e-01
D283MED,ML323,0.982733,9.3853e-01
SKMEL24,GSK2606414,0.925678,9.4223e-01
RERFLCKJ,PD0325901,0.964249,8.9841e-01
CAL120,Niraparib,0.96355,9.5306e-01
WM115,JQ1,0.957304,8.4332e-01
SKMEL31,Vinorelbine,0.92727,8.5489e-01
NCIH1092,WZ4003,0.973192,9.6017e-01
SKMES1,EPZ004777,0.985454,9.7491e-01
SAOS2,Sepantronium-bromide,0.286772,9.6682e-02
NCIH1155,Cisplatin,0.904395,8.9012e-01
SW780,Axitinib,0.883243,9.2893e-01
5637,Cytarabine,0.944155,8.0545e-01
SKUT1,IWP-2,0.986058,9.7494e-01
NCIH2030,SB505124,0.978983,9.1684e-01
HCC2218,Vismodegib,0.970753,9.7335e-01
PC3,YK-4-279,0.864494,8.6288e-01
HEL,Venetoclax,0.994029,6.5526e-01
MDAMB157,Selumetinib,0.97488,9.5251e-01
NCIH2347,BMS-754807,0.974486,8.7637e-01
RT112,LMP744,0.732785,6.7571e-01
JURLMK1,AZD3759,0.986891,9.5622e-01
TE4,Serdemetan,0.971358,9.5657e-01
NCIH2347,Paclitaxel,0.973727,9.4744e-01
TT,Telomerase-Inhibitor-IX,0.780382,8.1552e-01
SCC15,AGI-6780,0.977131,9.6408e-01
NCIH747,PLX-4720,0.974156,8.7584e-01
NCIH1437,Nilotinib,0.885386,7.2167e-01
NCIH2342,AZD6738,0.935638,9.1686e-01
MELJUSO,Dinaciclib,0.58098,7.4188e-01
NCIH810,Podophyllotoxin-bromide,0.846093,8.2834e-01
HSC4,Cytarabine,0.930533,7.7473e-01
CAKI1,Avagacestat,0.858487,9.5266e-01
MDAMB231,AZD6738,0.911364,8.5302e-01
CALU6,Motesanib,0.969635,9.7420e-01
OCIAML3,LJI308,0.911319,9.6744e-01
A4FUK,Dihydrorotenone,0.900229,8.8849e-01
SNU407,GSK2110183B,0.962044,9.4647e-01
SNU1,POMHEX,0.812591,8.0495e-01
EJM,Rucaparib,0.988816,9.6914e-01
RS411,Linsitinib,0.91128,9.4984e-01
NCIH2052,Palbociclib,0.960614,9.4473e-01
NCIN87,ZM447439,0.824326,9.1687e-01
DMS53,OF-1,0.830776,9.6835e-01
GB1,AZD5363,0.890758,9.0394e-01
L363,Ipatasertib,0.941652,8.9266e-01
NCIH2023,GW441756,0.978536,9.7220e-01
VMRCRCZ,PD173074,0.950602,9.5777e-01
BHT101,SN-38,0.923762,8.6595e-01
NCIH1650,Nutlin-3a(-),0.975161,9.6585e-01
A253,Cisplatin,0.892329,9.3349e-01
TOV112D,KU-55933,0.965948,9.7152e-01
TT2609C02,Veliparib,0.975004,9.7610e-01
NCIH1650,Ipatasertib,0.913288,9.3648e-01
A101D,Gallibiscoquinazole,0.970293,9.6826e-01
HOS,LGK974,0.945163,9.6607e-01
ML1,NU7441,0.904818,9.1743e-01
HCC1419,Bortezomib,0.852206,9.0456e-01
RMGI,Talazoparib,0.966451,9.4080e-01
OVTOKO,AMG-319,0.952282,9.6692e-01
VMRCRCW,GW441756,0.980718,9.7388e-01
647V,Cediranib,0.852377,8.9683e-01
SNU175,PRIMA-1MET,0.908156,8.7707e-01
KARPAS422,MK-1775,0.685863,6.0479e-01
HCC1806,RVX-208,0.972996,9.6538e-01
IPC298,EPZ5676,0.954296,9.7290e-01
TOV112D,Lapatinib,0.935247,9.4297e-01
SNU423,Palbociclib,0.961518,9.3438e-01
OCUM1,BMS-345541,0.911233,9.3769e-01
NCIH1436,Dabrafenib,0.980755,9.6348e-01
MFE296,GDC0810,0.987559,9.7587e-01
SKCO1,Palbociclib,0.862602,8.9421e-01
ONS76,Ruxolitinib,0.978799,9.6641e-01
NCIH2196,WIKI4,0.982575,9.4360e-01
LS180,AZD8055,0.774049,8.2031e-01
HT,GSK269962A,0.878116,7.5921e-01
CAS1,Epirubicin,0.80581,8.3180e-01
NCIH747,Cyclophosphamide,0.944753,9.6901e-01
SU8686,ICL-SIRT078,0.978826,9.6267e-01
HCC1569,MG-132,0.503106,5.0047e-01
D283MED,LCL161,0.988042,9.5437e-01
JVM2,Crizotinib,0.811154,7.7832e-01
HCC827,Wnt-C59,0.909593,9.5728e-01
SW1990,AZD5363,0.931067,9.0732e-01
NCIH446,GDC0810,0.936316,9.7185e-01
NCIH929,Rucaparib,0.959005,9.4693e-01
T24,MIRA-1,0.984721,9.7466e-01
HS746T,Axitinib,0.920677,9.0538e-01
CW2,AZD8055,0.88596,8.6173e-01
KMS12BM,AZD5582,0.859556,7.6111e-01
CALU3,MN-64,0.96766,9.6085e-01
HCC1569,CCT007093,0.970769,9.7488e-01
OVK18,Erlotinib,0.961932,9.1011e-01
COLO792,Gemcitabine,0.897345,8.0931e-01
EFO21,XAV939,0.940092,9.6361e-01
ES2,WEHI-539,0.969812,9.2262e-01
PATU8902,POMHEX,0.777417,8.2765e-01
A704,PRT062607,0.901641,9.2301e-01
TE6,POMHEX,0.88412,8.1244e-01
DMS114,Sinularin,0.9763,9.7017e-01
8505C,Schweinfurthin-A,0.952088,9.0558e-01
RERFLCMS,Palbociclib,0.977795,8.7582e-01
KMS11,I-BRD9,0.887837,9.3574e-01
LU65,Alisertib,0.941234,8.1759e-01
EM2,Ulixertinib,0.883086,8.8866e-01
K562,Entinostat,0.905502,8.2689e-01
SUPM2,MK-8776,0.781034,8.6585e-01
ECC10,MIM1,0.933821,8.4554e-01
CAMA1,Dasatinib,0.98562,8.9574e-01
P12ICHIKAWA,Talazoparib,0.733975,5.8099e-01
NCIH661,Dactolisib,0.962619,8.9818e-01
SW1417,PRIMA-1MET,0.94149,9.3739e-01
NCIH441,Crizotinib,0.898945,9.4135e-01
DOHH2,AZD2014,0.661962,7.4813e-01
TT2609C02,Bortezomib,0.889069,8.4906e-01
5637,IWP-2,0.98102,9.7301e-01
OV56,Nelarabine,0.978141,9.7557e-01
GDM1,Dactinomycin,0.976557,9.1431e-01
MHHNB11,Refametinib,0.890325,8.6505e-01
RCHACV,Cediranib,0.875685,7.7858e-01
SKMEL30,GSK269962A,0.92101,8.6554e-01
SNB75,GSK2606414,0.952926,9.5556e-01
SNU61,SCH772984,0.826504,8.3545e-01
DMS53,SB216763,0.983603,9.7504e-01
NCIH211,MG-132,0.632803,4.4860e-01
NUGC3,Picolinici-acid,0.964821,9.7254e-01
LN229,GSK591,0.95593,9.6707e-01
NCIH841,P22077,0.984814,9.5793e-01
G401,Leflunomide,0.86313,8.2186e-01
NUDUL1,NVP-ADW742,0.938399,8.2435e-01
DMS79,Bortezomib,0.895439,8.8169e-01
KPNYN,UNC0638,0.968654,9.5820e-01
NOMO1,GSK591,0.978369,9.5158e-01
SKCO1,Zoledronate,0.981658,9.7269e-01
NCIH2444,KRAS(G12C)Inhibitor-12,0.98371,9.6894e-01
SNGM,Buparlisib,0.818068,8.6734e-01
TCCSUP,Ruxolitinib,0.952269,9.7071e-01
A101D,Afuresertib,0.852156,8.3461e-01
SF268,PD173074,0.956829,9.5697e-01
HCC1500,YK-4-279,0.972118,9.1326e-01
NCIH1341,AZD5363,0.923383,9.2533e-01
MDAMB361,MIRA-1,0.988839,9.7293e-01
CMLT1,Navitoclax,0.571987,6.3616e-01
NCIH2052,Venetoclax,0.955324,9.7344e-01
MOLM16,Ulixertinib,0.772404,8.2229e-01
AU565,Gallibiscoquinazole,0.986998,9.7071e-01
OVISE,GSK2110183B,0.941827,9.4121e-01
COLO668,Dactolisib,0.91403,9.0150e-01
CAL120,EHT-1864,0.91454,9.4219e-01
COLO668,Ulixertinib,0.921505,9.0746e-01
EJM,AT13148,0.947102,9.3899e-01
8505C,Bortezomib,0.734651,8.2509e-01
SNU398,Entinostat,0.928819,8.0308e-01
HCC827,PFI3,0.969751,9.7370e-01
NCIH929,Sabutoclax,0.371048,3.3500e-01
U118MG,Gefitinib,0.959997,9.6461e-01
PANC0813,Gallibiscoquinazole,0.975285,9.7435e-01
COLO684,MN-64,0.967831,9.6919e-01
K562,AZD6738,0.772057,8.3473e-01
HS746T,Refametinib,0.730673,6.4163e-01
NCIH82,Dihydrorotenone,0.967164,9.3276e-01
JHH4,Dihydrorotenone,0.770982,9.2632e-01
SW1417,MG-132,0.609567,5.6304e-01
SUDHL10,Linsitinib,0.985097,9.3578e-01
OCUM1,Buparlisib,0.813929,8.8469e-01
OCILY19,Temsirolimus,0.944693,8.2913e-01
UMUC3,AZD7762,0.781559,7.8245e-01
NCIH2228,GSK2110183B,0.947955,9.3822e-01
MDAMB175VII,GNE-317,0.501556,5.8711e-01
KNS62,PCI-34051,0.971134,9.6502e-01
MKN45,Schweinfurthin-A,0.979176,9.1192e-01
NMCG1,PLX-4720,0.842893,9.5669e-01
NCIH2196,Pictilisib,0.797412,8.3644e-01
HSC3,PD173074,0.950803,9.4466e-01
A704,PCI-34051,0.96324,9.6207e-01
MOLT16,Entospletinib,0.989477,9.1802e-01
42MGBA,Doramapimod,0.974224,9.7013e-01
DND41,PLX-4720,0.994267,9.6608e-01
SKMM2,Vinblastine,0.948804,7.8360e-01
NCIH508,ML323,0.967789,9.1741e-01
TT,GSK2578215A,0.898375,9.7177e-01
OVTOKO,AZD2014,0.790163,8.2141e-01
CL11,Alisertib,0.579451,8.6417e-01
COLO800,PCI-34051,0.940087,9.5050e-01
DAUDI,BI-2536,0.698165,6.1778e-01
EN,Palbociclib,0.958325,9.4831e-01
C32,Motesanib,0.994266,9.7054e-01
COLO680N,JQ1,0.934751,9.0512e-01
HGC27,Rucaparib,0.950177,9.6354e-01
SNU423,Venetoclax,0.958724,9.7140e-01
RT112,Cyclophosphamide,0.980326,9.7399e-01
COLO668,Temozolomide,0.975178,9.7249e-01
JM1,AZD4547,0.99549,9.6290e-01
MKN1,GW441756,0.97597,9.7286e-01
SNU423,Epirubicin,0.755156,7.9276e-01
C2BBE1,Entospletinib,0.847431,9.2998e-01
GB1,GSK2578215A,0.925281,9.7279e-01
L363,AZD4547,0.993064,9.5350e-01
SNU407,Dihydrorotenone,0.851992,9.2309e-01
MHHCALL4,Niraparib,0.734633,8.9000e-01
NCIH2452,AZD8055,0.70318,7.5358e-01
HUCCT1,Wee1-Inhibitor,0.708375,8.5609e-01
SUDHL1,Irinotecan,0.702458,7.3360e-01
LOVO,BMS-345541,0.911695,8.8710e-01
HUH7,Camptothecin,0.980713,9.3145e-01
HEP3B217,Sorafenib,0.806127,8.6178e-01
SW1463,PFI3,0.984115,9.7455e-01
ES2,Vorinostat,0.816833,7.9414e-01
LU65,GDC0810,0.953601,9.6999e-01
SUPM2,AMG-319,0.995658,9.6202e-01
SKMEL2,Alisertib,0.99238,8.9763e-01
PATU8902,Lenalidomide,0.972215,9.7474e-01
HL60,Doramapimod,0.988428,9.6968e-01
SKES1,Ulixertinib,0.879908,9.2006e-01
MDAMB157,VE821,0.902204,9.5346e-01
NCIH1836,ML323,0.977447,9.6471e-01
TALL1,Osimertinib,0.961189,9.4924e-01
KM12,Picolinici-acid,0.982893,9.7257e-01
C32,Buparlisib,0.830693,8.7294e-01
SKMM2,KU-55933,0.974972,9.7447e-01
NCIH2347,POMHEX,0.880384,8.6249e-01
NCIH196,Vinblastine,0.985514,8.7223e-01
MDAMB175VII,Motesanib,0.970931,9.7348e-01
HCC33,Dactolisib,0.955979,8.8667e-01
L363,AZD5363,0.85462,8.6245e-01
NB4,PD173074,0.854372,8.7503e-01
BHT101,Navitoclax,0.889354,9.0647e-01
NCIH2170,SGC-CBP30,0.977752,9.4977e-01
HCC1395,NU7441,0.869207,9.0129e-01
PC3,PCI-34051,0.974317,9.6571e-01
HCC827,Veliparib,0.971059,9.7375e-01
OV90,POMHEX,0.847016,8.1940e-01
HCC2218,Dactinomycin,0.444961,8.5654e-01
TYKNU,AZD2014,0.72028,8.1863e-01
A101D,Acetalax,0.981246,9.2347e-01
A4FUK,Sinularin,0.987655,9.5943e-01
CADOES1,LGK974,0.932172,9.6525e-01
HSC2,AZD5991,0.644511,8.8757e-01
GDM1,Leflunomide,0.8322,8.2485e-01
TOV21G,Acetalax,0.90708,8.9995e-01
MKN7,Nilotinib,0.927786,9.5858e-01
SUDHL5,Crizotinib,0.826834,7.5778e-01
HCC2218,Ribociclib,0.975996,9.7267e-01
CL11,Vorinostat,0.727605,8.2057e-01
CADOES1,AZD4547,0.967138,9.6231e-01
PANC0813,Olaparib,0.970277,9.7061e-01
ABC1,Dactinomycin,0.982069,3.9001e-01
NCIH841,SB216763,0.983445,9.7366e-01
SNU175,PD173074,0.931216,9.3276e-01
BFTC905,Romidepsin,0.777498,7.5495e-01
COLO792,Linsitinib,0.889623,9.3705e-01
SF539,Sapitinib,0.971909,9.0834e-01
SUPT1,ABT737,0.970589,5.9700e-01
SUDHL8,Romidepsin,0.876,8.5397e-01
G401,Lapatinib,0.881737,8.5757e-01
BL41,AZD5582,0.77713,7.0700e-01
A172,Gefitinib,0.965004,9.5779e-01
COLO679,Zoledronate,0.970687,9.7375e-01
HS940T,Afuresertib,0.900873,8.3603e-01
SKMEL1,EPZ5676,0.972326,9.7568e-01
SUDHL8,MK-1775,0.417105,6.6763e-01
MKN1,Teniposide,0.598677,8.2700e-01
SU8686,WIKI4,0.90572,9.4652e-01
EM2,MK-2206,0.934826,8.8844e-01
NCIH661,AZD5438,0.916324,8.9631e-01
SH4,Nilotinib,0.943356,9.5430e-01
A172,P22077,0.901561,9.4483e-01
LOUNH91,WEHI-539,0.875031,9.3906e-01
JM1,Dasatinib,0.980557,7.8230e-01
PANC1005,PD0325901,0.824905,7.9255e-01
BEN,ABT737,0.594609,8.4972e-01
UACC257,Nelarabine,0.978992,9.7551e-01
SCC25,Fulvestrant,0.989941,9.7630e-01
CMLT1,P22077,0.905964,9.2583e-01
CHP126,Crizotinib,0.848824,8.5786e-01
HCC1428,SCH772984,0.964616,9.5031e-01
SNU1,Taselisib,0.905199,8.7211e-01
JHH4,Ulixertinib,0.904849,8.4672e-01
AM38,MIM1,0.984762,8.6527e-01
OCIM1,Leflunomide,0.90394,8.6278e-01
NCIH1650,Tamoxifen,0.899804,9.5563e-01
HCC1599,Crizotinib,0.849998,8.8978e-01
SHP77,Crizotinib,0.943123,9.0573e-01
KM12,Gemcitabine,0.705563,6.0117e-01
MEWO,Dactinomycin,0.562766,9.4433e-01
LP1,Elephantin,0.811175,9.0503e-01
HS766T,GSK2578215A,0.888802,9.6892e-01
KMH2,MN-64,0.990533,9.7211e-01
COLO684,PRIMA-1MET,0.817828,9.1124e-01
SW1116,LJI308,0.98386,9.7376e-01
HCC1954,Temozolomide,0.993718,9.7323e-01
REH,LMP744,0.362971,4.7295e-01
UACC62,Zoledronate,0.983771,9.7356e-01
SUDHL1,SGC0946,0.983665,9.6853e-01
SKMEL3,Selumetinib,0.82402,8.5577e-01
EN,Dasatinib,0.983361,9.0470e-01
NCIH660,Docetaxel,0.99484,9.5829e-01
SKMEL31,GSK343,0.970328,9.6901e-01
NCIH23,Sepantronium-bromide,0.04294,1.0258e-01
SKMEL24,Methotrexate,0.954888,8.8974e-01
HH,Uprosertib,0.832192,9.2156e-01
CHP212,SGC0946,0.962687,9.7254e-01
A2780,Irinotecan,0.81699,7.6148e-01
MCF7,Avagacestat,0.97997,9.7094e-01
P31FUJ,Camptothecin,0.790411,7.6081e-01
KM12,Buparlisib,0.689432,8.0017e-01
CAOV3,Cyclophosphamide,0.969853,9.7231e-01
MOLM13,EPZ004777,0.979037,9.7420e-01
HCC1806,Camptothecin,0.816661,8.4577e-01
RERFLCMS,GNE-317,0.533748,6.5328e-01
WSUDLCL2,MK-1775,0.577694,4.3982e-01
HS683,SB505124,0.927744,9.3333e-01
HCC1937,GSK1904529A,0.961934,9.6453e-01
LS123,Entospletinib,0.950998,9.3335e-01
RPMI8226,Afatinib,0.861408,9.3039e-01
NCIH838,AGI-5198,0.976346,9.6415e-01
UMUC3,Cytarabine,0.959006,7.8514e-01
DANG,JNK-Inhibitor-VIII,0.981618,9.6962e-01
SUDHL10,GNE-317,0.576008,5.4478e-01
SW1417,Dactinomycin,0.964568,9.1210e-01
NCIH1651,Gallibiscoquinazole,0.97124,9.7378e-01
TCCSUP,LMP744,0.862508,8.3340e-01
SKMES1,Sinularin,0.984135,9.6811e-01
SKOV3,Veliparib,0.975137,9.7557e-01
TT2609C02,SCH772984,0.80449,7.7721e-01
LU65,VE-822,0.91478,9.1740e-01
P12ICHIKAWA,JNK-Inhibitor-VIII,0.991059,9.6912e-01
RCM1,BMS-345541,0.883172,9.3811e-01
PANC1005,AZD5991,0.965497,9.4006e-01
NCIH526,Vinblastine,0.634519,6.3889e-01
CFPAC1,AZD5153,0.734955,8.0456e-01
MG63,Linsitinib,0.981195,9.5471e-01
OAW28,Dihydrorotenone,0.731527,9.4991e-01
BICR22,Dihydrorotenone,0.942501,9.0023e-01
SW1990,TW-37,0.916587,8.9819e-01
RVH421,P22077,0.987491,9.6348e-01
RKN,Serdemetan,0.939604,9.6137e-01
CW2,Daporinad,0.606101,7.5928e-01
SKMEL24,Nutlin-3a(-),0.916419,9.4833e-01
GDM1,Doramapimod,0.983726,9.6550e-01
HCC78,AZD5438,0.882311,8.3812e-01
SKCO1,Bleomycin(50uM),0.331307,6.9090e-01
HS746T,Pevonedistat,0.628912,7.6913e-01
WM115,Gemcitabine,0.812132,8.1703e-01
ONS76,Taselisib,0.954533,8.7785e-01
NCIH716,Fulvestrant,0.984606,9.7404e-01
TOV112D,PRT062607,0.936976,9.1164e-01
IGR1,Leflunomide,0.945263,9.1348e-01
NCIH2085,SN-38,0.972981,9.1787e-01
ALLSIL,Dabrafenib,0.941948,9.3966e-01
DMS53,Obatoclax-Mesylate,0.741316,8.3575e-01
NCIH2052,BMS-345541,0.965346,9.4071e-01
UACC62,AGI-5198,0.978278,9.5791e-01
BHT101,Nelarabine,0.974768,9.7326e-01
EN,Veliparib,0.952313,9.7653e-01
SKMEL24,AZD1332,0.924444,9.2837e-01
LU65,MK-1775,0.627326,6.7946e-01
L540,Gemcitabine,0.384948,5.3690e-01
SUDHL6,MK-2206,0.493395,7.1991e-01
LS180,I-BRD9,0.967808,9.5574e-01
LP1,LJI308,0.966995,9.7477e-01
K562,Romidepsin,0.825847,8.2606e-01
U2OS,Afuresertib,0.934381,9.2096e-01
NB4,EPZ5676,0.955577,9.6938e-01
P12ICHIKAWA,Dacarbazine,0.978795,9.6810e-01
TE441T,Irinotecan,0.805086,7.8881e-01
NCIH841,Dactolisib,0.843185,8.6862e-01
LS180,Pevonedistat,0.736171,7.5326e-01
BFTC909,BMS-345541,0.940053,9.1391e-01
WM115,I-BET-762,0.871372,9.0846e-01
CAL33,Taselisib,0.445568,8.2304e-01
KG1,Foretinib,0.631708,7.3156e-01
MHHCALL4,BMS-345541,0.636895,8.6477e-01
JM1,AZ960,0.659752,7.3994e-01
CORL88,AZD5363,0.965877,9.4334e-01
AGS,EPZ5676,0.990726,9.7472e-01
BHY,Olaparib,0.974754,9.5651e-01
HARA,AZ960,0.775711,7.2455e-01
HT1197,Bosutinib,0.936311,9.6039e-01
HS939T,EPZ5676,0.968822,9.7177e-01
BL41,SB216763,0.984622,9.7269e-01
IGROV1,LGK974,0.953848,9.2982e-01
HCC1500,Olaparib,0.978094,9.6883e-01
D283MED,Romidepsin,0.689772,7.3729e-01
HUPT3,Dacarbazine,0.973722,9.7154e-01
PC3,Nelarabine,0.979973,9.7593e-01
769P,Vorinostat,0.763795,7.8178e-01
NCIH1437,Sabutoclax,0.671227,5.6609e-01
CA46,GSK2830371,0.983452,9.7456e-01
KARPAS422,Bleomycin(50uM),0.92244,7.9912e-01
OCIAML3,AGI-5198,0.97569,9.5801e-01
G401,Gefitinib,0.973869,9.4071e-01
A704,Doramapimod,0.920489,9.7069e-01
SKMEL5,Motesanib,0.987768,9.6951e-01
NCIH1568,Axitinib,0.912365,9.3646e-01
NCIH358,LJI308,0.968143,9.6645e-01
CAMA1,AZD5363,0.64276,8.5074e-01
PC3,Vinblastine,0.818254,8.1146e-01
HARA,AZD7762,0.310344,5.2843e-01
MEWO,Ulixertinib,0.885226,8.9104e-01
SKNFI,GNE-317,0.760536,7.7147e-01
UACC893,VX-11e,0.899354,8.7866e-01
NCIH2444,Buparlisib,0.962978,9.5082e-01
A704,AZD3759,0.972007,9.6808e-01
HT1080,Cisplatin,0.960437,9.3715e-01
IALM,MIRA-1,0.979296,9.7607e-01
SUDHL5,Taselisib,0.541675,6.6530e-01
CORL279,Tamoxifen,0.941341,9.5056e-01
SNU387,Nilotinib,0.979362,9.6065e-01
HOP62,JQ1,0.849963,8.2927e-01
HCC1419,Teniposide,0.989487,9.4633e-01
NCIH23,Cisplatin,0.898736,9.1420e-01
SKMEL30,Serdemetan,0.861015,9.2212e-01
FTC133,PFI3,0.984654,9.7482e-01
HH,Leflunomide,0.895661,9.2936e-01
PSN1,GW441756,0.979135,9.7254e-01
WM115,SN-38,0.933836,9.0303e-01
J82,AZD7762,0.799418,8.7162e-01
